FDK-AAC.txt,UNKNOWN
MIT Open Group variant.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/MIT\ Open\ Group\ variant.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/MIT\ Open\ Group\ variant.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Watcom-1.0.txt,UNKNOWN
OGL-UK-2.0.txt,UNKNOWN
Nokia Open Source License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Nokia\ Open\ Source\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Nokia\ Open\ Source\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Bootloader-exception.txt,UNKNOWN
DOC License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/DOC\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/DOC\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
deprecated_Nunit-license.txt,UNKNOWN
Unicode-DFS-2015.txt,UNKNOWN
copyleft-next-0.3.0.txt,UNKNOWN
GStreamer-exception-2005.txt,UNKNOWN
Creative Commons Attribution Share Alike 3.0 Germany.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Share\ Alike\ 3.0\ Germany.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Share\ Alike\ 3.0\ Germany.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
RealNetworks Public Source License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/RealNetworks\ Public\ Source\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/RealNetworks\ Public\ Source\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-2.5.txt,UNKNOWN
YPL-1.1.txt,UNKNOWN
CC-BY-NC-ND-4.0.txt,UNKNOWN
AMD's plpa_map.c License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/AMD\'s\ plpa_map.c\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/AMD\'\''s\ plpa_map.c\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Bitstream Vera Font License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Bitstream\ Vera\ Font\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Bitstream\ Vera\ Font\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-SA-2.0-UK.txt,UNKNOWN
NAIST-2003.txt,UNKNOWN
CeCILL Free Software License Agreement v1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CeCILL\ Free\ Software\ License\ Agreement\ v1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CeCILL\ Free\ Software\ License\ Agreement\ v1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
AFL-1.2.txt,UNKNOWN
SIL Open Font License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/SIL\ Open\ Font\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/SIL\ Open\ Font\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Intel Open Source License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Intel\ Open\ Source\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Intel\ Open\ Source\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
bzip2 and libbzip2 License v1.0.6.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/bzip2\ and\ libbzip2\ License\ v1.0.6.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/bzip2\ and\ libbzip2\ License\ v1.0.6.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
IJG-license.txt,UNKNOWN
FSF All Permissive License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/FSF\ All\ Permissive\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/FSF\ All\ Permissive\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GFDL-1.3-invariants-only.txt,UNKNOWN
ISC-license.txt,BindMITX11Var
CeCILL Free Software License Agreement v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CeCILL\ Free\ Software\ License\ Agreement\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CeCILL\ Free\ Software\ License\ Agreement\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Creative Commons Attribution Non Commercial Share Alike 3.0 IGO.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ Share\ Alike\ 3.0\ IGO.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ Share\ Alike\ 3.0\ IGO.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
eGenix.com Public License 1.1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/eGenix.com\ Public\ License\ 1.1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/eGenix.com\ Public\ License\ 1.1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Microsoft Limited Public License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Microsoft\ Limited\ Public\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Microsoft\ Limited\ Public\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Open Software License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ Software\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ Software\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
BSD-Source-Code.txt,UNKNOWN
"Mulan Permissive Software License, Version 1.txt","Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Mulan\ Permissive\ Software\ License,\ Version\ 1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Mulan\ Permissive\ Software\ License,\ Version\ 1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Fair-license.txt,UNKNOWN
CECILL-1.1.txt,UNKNOWN
mif-exception.txt,UNKNOWN
MIT-feh.txt,MITX11noNotice
zlib-acknowledgement.txt,UNKNOWN
NASA-1.3.txt,UNKNOWN
Net-SNMP License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Net-SNMP\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Net-SNMP\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Naumen-license.txt,UNKNOWN
Bahyph License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Bahyph\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Bahyph\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Aladdin-license.txt,UNKNOWN
Do What The Fuck You Want To Public License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Do\ What\ The\ Fuck\ You\ Want\ To\ Public\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Do\ What\ The\ Fuck\ You\ Want\ To\ Public\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Info-ZIP.txt,UNKNOWN
Creative Commons Attribution Non Commercial No Derivatives 1.0 Generic.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 1.0\ Generic.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 1.0\ Generic.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-3.0-DE.txt,UNKNOWN
Cryptographic Autonomy License 1.0 (Combined Work Exception).txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Cryptographic\ Autonomy\ License\ 1.0\ (Combined\ Work\ Exception).txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Cryptographic\ Autonomy\ License\ 1.0\ (Combined\ Work\ Exception).txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
APSL-1.0.txt,UNKNOWN
SHL-2.0.txt,UNKNOWN
CeCILL-C Free Software License Agreement.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CeCILL-C\ Free\ Software\ License\ Agreement.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CeCILL-C\ Free\ Software\ License\ Agreement.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Clarified Artistic License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Clarified\ Artistic\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Clarified\ Artistic\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Creative Commons Attribution 1.0 Generic.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ 1.0\ Generic.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ 1.0\ Generic.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Scheme Widget Library (SWL) Software License Agreement.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Scheme\ Widget\ Library\ (SWL)\ Software\ License\ Agreement.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Scheme\ Widget\ Library\ (SWL)\ Software\ License\ Agreement.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
BSD-3-Clause-No-Military-License.txt,UNKNOWN
Business Source License 1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Business\ Source\ License\ 1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Business\ Source\ License\ 1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Intel-license.txt,spdxBSD3
Abstyles License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Abstyles\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Abstyles\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Artistic-1.0-Perl.txt,UNKNOWN
FreeImage-license.txt,UNKNOWN
Creative Commons Attribution Non Commercial No Derivatives 3.0 Unported.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 3.0\ Unported.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 3.0\ Unported.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OSL-1.0.txt,UNKNOWN
Apple Public Source License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Apple\ Public\ Source\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Apple\ Public\ Source\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GNU General Public License v1.0 or later.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ General\ Public\ License\ v1.0\ or\ later.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ General\ Public\ License\ v1.0\ or\ later.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
RPL-1.5.txt,UNKNOWN
iMatix-license.txt,UNKNOWN
LGPL-2.1-only.txt,LesserGPLv2.1+
CC-BY-3.0-IGO.txt,UNKNOWN
LGPL-2.0-only.txt,LibraryGPLv2+
Zend-2.0.txt,UNKNOWN
Barr License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Barr\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Barr\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
O-UDA-1.0.txt,UNKNOWN
OSL-2.1.txt,UNKNOWN
AAL-license.txt,UNKNOWN
Creative Commons Attribution Share Alike 4.0 International.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Share\ Alike\ 4.0\ International.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Share\ Alike\ 4.0\ International.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
